관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41310-00013,장자호수공원,근린공원,경기도 구리시 장자호수길 105,경기도 구리시 수택동 878,37.58524535,127.141773,45180,야외헬스기구,,무대,,,1995-03-28,경기도 구리시청,031-550-2472,2022-11-22
41310-00015,토평공원,근린공원,경기도 구리시 벌말로 130-29,경기도 구리시 토평동 990-1,37.58941296,127.1500238,15747.9,족구장+야외헬스기구,조합놀이대(물놀이장),화장실,,,1996-12-31,경기도 구리시청,031-550-2418,2022-11-22
41310-00004,갈매중앙공원,근린공원,경기도 구리시 산마루로 41,"경기도 구리시 갈매동 578, 580",37.63111074,127.118567,20722.5,,조합놀이대(물놀이장),무대+화장실+주차장,,바닥분수+쿨링포그,2010-04-27,경기도 구리시청,031-550-2474,2022-11-22
41360-00128,수변공원 2호,수변공원,경기도 남양주시 다산순환로 149,"경기도 남양주시 다산동 6022, 6074",37.6232428,127.1442049,84994,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00145,금곡산업단지소공원2,소공원,경기도 남양주시 진접읍 경복대로바람골길 42-142,경기도 남양주시 진접읍 금곡리 2070,37.7092353,127.2133635,1351,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00103,오남근린공원,근린공원,경기도 남양주시 오남읍 양지로240번길 12,경기도 남양주시 오남읍 양지리 512-29,37.6979608,127.1978694,13823,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00110,진접4호해참공원,근린공원,경기도 남양주시 진접읍 해밀예당1로236번길 23,경기도 남양주시 진접읍 금곡리 1118,37.7189556,127.2050662,108852,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41360-00117,도제원지구 수변공원,수변공원,경기도 남양주시 퇴계원읍 경춘북로558번길 12,경기도 남양주시 퇴계원읍 퇴계원리 370-5,37.64445412,127.1470021,12618,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07
41610-00035,노곡어린이공원,어린이공원,경기도 광주시 도척면 도척로 559,경기도 광주시 노곡리 241-1,37.30407113,127.33064,2394,운동기구,조합놀이대,,,,,광주도시관리공사,031-762-1039,2022-10-05
41410-00117,백일홍어린이공원,어린이공원,경기도 군포시 송부로273번길 7,경기도 군포시 부곡동 1112,37.32314464,126.9411386,2721.2,,,,,,2003-06-20,경기도 군포시청,031-390-0478,2022-07-22
41410-00118,눈꽃어린이공원,어린이공원,경기도 군포시 번영로28번길 45-48,경기도 군포시 부곡동 1130-2,37.32572104,126.9462225,1500.2,,,,,,2003-06-20,경기도 군포시청,031-390-0478,2022-07-22
41410-00128,참그루소공원(당정2지구),소공원,경기도 군포시 공단로140번길 27,경기도 군포시 당정동 181-5,37.35816507,126.9523333,4548,,,,,,2011-12-15,경기도 군포시청,031-390-0478,2022-07-22
41410-00017,재궁공원,근린공원,경기도 군포시 오금로 123,경기도 군포시 금정동 850-2,37.35844953,126.9395325,10288.6,,,,,,1994-09-15,경기도 군포시청,031-390-0474,2022-07-22
41410-00018,중앙공원,근린공원,경기도 군포시 광정로 96,경기도 군포시 산본동 1122,37.36158178,126.9287049,40020.7,,,,,,1994-09-15,경기도 군포시청,031-390-0474,2022-07-22
41410-00006,능안공원,근린공원,경기도 군포시 고산로677번길 21,경기도 군포시 산본동 1065,37.37215635,126.932147,63271.5,,,,,,1994-09-15,경기도 군포시청,031-390-0474,2022-07-22
41410-00009,한우물공원(당정2지구),근린공원,경기도 군포시 공단로140번길 27,경기도 군포시 당정동 181-44,37.35816507,126.9523333,10000.4,,,,,,2011-12-15,경기도 군포시청,031-390-0474,2022-07-22
41410-00015,철쭉공원,근린공원,경기도 군포시 번영로 407,경기도 군포시 산본동 1153,37.353185,126.9257606,68974,,,,,,1994-09-15,경기도 군포시청,031-390-0474,2022-07-22
41410-00025,광정어린이공원,어린이공원,경기도 군포시 산본로431번길 21,경기도 군포시 산본동 1112-4,37.3667968,126.9244545,3667.1,,,,,,1997-08-02,경기도 군포시청,031-390-0478,2022-07-22
41410-00115,새터어린이공원,어린이공원,경기도 군포시 송부로221번길 3-15,경기도 군포시 부곡동 1081,37.32294891,126.9329679,2116.2,,,,,,2003-06-20,경기도 군포시청,031-390-0478,2022-07-22
41450-00025,풍산지구근린2호,근린공원,경기도 하남시 덕풍서로 21,경기도 하남시 덕풍동 776,37.5505286,127.201221,16167,엑스게임장,,화장실,야외무대,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00026,풍산지구근린3호,근린공원,경기도 하남시 덕풍북로 180,경기도 하남시 덕풍동 739,37.5533776,127.208436,101301,배드민턴장+농구장,물놀이장,화장실,야외무대,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00027,풍산지구근린4호,근린공원,경기도 하남시 덕풍남로 11,경기도 하남시 덕풍동 824,37.54678342,127.209885,17607,,조합놀이대+그네+시소+흔들놀이,화장실,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00028,덕풍근린공원,근린공원,경기도 하남시 덕풍공원로 110,경기도 하남시 덕풍동 435-219,37.53514428,127.1984476,99250,배드민턴장+게이트볼장,조합놀이대+시소+흔들놀이,화장실,,,2013-03-27,경기도 하남시청,031-790-6415,2022-07-04
41450-00001,꿈나무공원,어린이공원,경기도 하남시 신장로48번길 5,경기도 하남시 천현동 615,37.53520709,127.2120701,2283,,조합놀이대+그네+시소,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00002,새고향공원,어린이공원,경기도 하남시 대청로59번길 37,경기도 하남시 신장동 527-2,37.54311989,127.2188592,1765,,조합놀이대+그네+시소+흔들놀이,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00003,꿈동산공원,어린이공원,경기도 하남시 대청로22번길 9-5,경기도 하남시 신장동 528-4,37.54030454,127.2152799,1555,,조합놀이대+그네+시소,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00004,새희망공원,어린이공원,경기도 하남시 더우개로 23,경기도 하남시 신장동 528-2,37.54074468,127.2208935,1511,,조합놀이대+그네+시소+흔들놀이,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00005,새나라공원,어린이공원,경기도 하남시 대청로137번길 12,경기도 하남시 창우동 518-1,37.53951993,127.2281541,3280,농구장,조합놀이대+그네+시소+흔들놀이,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00006,은방울공원,어린이공원,경기도 하남시 대청로 99,경기도 하남시 창우동 518-4,37.54065829,127.2237537,3495,,조합놀이대+그네+시소+흔들놀이,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00007,꿈나라공원,어린이공원,경기도 하남시 천현로 109,경기도 하남시 창우동 520-5,37.53742662,127.2221645,2762,,조합놀이대+그네+시소+흔들놀이+기타,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00008,꿈돌이공원,어린이공원,경기도 하남시 천현로 113,경기도 하남시 창우동 521-7,37.53645923,127.2229672,3088,,조합놀이대+그네,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00009,한 솔 공 원,어린이공원,경기도 하남시 덕산로 75,경기도 하남시 덕풍동 680,37.53560688,127.1955116,1390,,조합놀이대+그네+시소+흔들놀이,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00012,자이공원,어린이공원,경기도 하남시 덕풍공원로 40-1,경기도 하남시 덕풍동 363-25,37.5399611,127.197341,1863,농구장,조합놀이대+시소+흔들놀이,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00013,풍산지구 어린이1호,어린이공원,경기도 하남시 덕풍북로105번길 1,경기도 하남시 덕풍동 700,37.5552932,127.2011629,1536,,조합놀이대+그네+흔들놀이,,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00014,하남해터지구,어린이공원,경기도 하남시 하남대로 856,경기도 하남시 덕풍동 946-4,37.54365829,127.2039831,1500,,조합놀이대+그네+흔들놀이대,,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00014,풍산지구 어린이2호,어린이공원,경기도 하남시 덕풍북로 2,경기도 하남시 덕풍동 709,37.54651851,127.198428,6852,,조합놀이대+그네+시소+흔들놀이,,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00015,풍산지구 어린이3호,어린이공원,경기도 하남시 덕풍북로99번길 1,경기도 하남시 덕풍동 716,37.55483266,127.2007135,1521,,조합놀이대+그네+흔들놀이,,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00016,풍산지구 어린이4호,어린이공원,경기도 하남시 덕풍동로 30,경기도 하남시 덕풍동 770-2,37.54546024,127.2060837,1661,,조합놀이대+그네+시소+회전놀이+흔들놀이,,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00017,풍산지구 어린이5호,어린이공원,경기도 하남시 덕풍동로 113,경기도 하남시 덕풍동 745-1,37.55148856,127.2087937,1767,,,,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00018,풍산지구 어린이6호,어린이공원,경기도 하남시 덕풍북로 210,경기도 하남시 덕풍동 749,37.55159944,127.2108446,7235,,,,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00019,풍산지구 어린이7호,어린이공원,경기도 하남시 덕풍북로 260,경기도 하남시 덕풍동 795,37.54855781,127.2091929,4339,,조합놀이대+그네+시소+흔들놀이,,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00020,풍산지구 어린이8호,어린이공원,경기도 하남시 덕풍북로259번길 7,경기도 하남시 덕풍동 812,37.54772002,127.2101321,1537,,조합놀이대+그네+시소+흔들놀이,,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41450-00021,신장근린공원,근린공원,경기도 하남시 하남대로 740,경기도 하남시 신장동 520-2,37.5378807,127.214376,13912,,,화장실,,,1991-03-15,경기도 하남시청,031-790-6415,2022-07-04
41450-00022,창우근린공원,근린공원,경기도 하남시 대청로116번길 37,경기도 하남시 창우동 521-4,37.5377179,127.224405,10000,게이트볼장,조합놀이대+그네+시소+흔들놀이,화장실,,,2008-08-21,경기도 하남시청,031-790-6415,2022-07-04
41450-00023,미사근린공원,근린공원,경기도 하남시 미사대로 505,경기도 하남시 미사동 15,37.553625,127.2132314,772590,축구장+족구장+조정경기장,,화장실+매점+주차장,,,2008-08-21,경륜경정사업본부,031-790-6415,2022-07-04
41450-00024,풍산지구근린1호,근린공원,경기도 하남시 덕풍북로 100,경기도 하남시 덕풍동 732,37.55438461,127.2013913,22245,,,화장실,,,2008-12-31,경기도 하남시청,031-790-6415,2022-07-04
41480-00030,금능어린이공원,어린이공원,경기도 파주시 쇠재안길 13,경기도 파주시 금능동 442-1번지,37.7518722,126.7798038,1500,,조합놀이대,,,,2004-11-01,경기도 파주시 공원관리과,031-940-5381,2022-04-29
41135-00013,중앙공원,근린공원,경기도 성남시 분당구 성남대로 550,"경기도 성남시 분당구 수내동 65, 66",37.38030721,127.1211791,420982.1,배드민턴장+게이트볼장+체력단련장,,화장실+전망대,야외공연장+지방문화재보호구역,동물놀이터,1990-06-22,경기도 성남시 공원과,031-729-4382,2022-11-13
41135-00014,황새울공원,체육공원,경기도 성남시 분당구 황새울로 287,"경기도 성남시 분당구 수내동 42, 43",37.38325482,127.1181442,37957,다목적체육관+풋살장,,화장실+주차장,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2022-11-13
41410-00053,노루목어린이공원,어린이공원,경기도 군포시 고산로724번길 16,경기도 군포시 산본동 80-3,37.37319798,126.9383136,1771.1,,,,,,1988-12-31,경기도 군포시청,031-390-0478,2022-07-22
41410-00057,바위백이어린이공원,어린이공원,경기도 군포시 군포로735번길 15-4,경기도 군포시 산본동 242,37.37046299,126.9425773,1500,,,,,,1993-06-25,경기도 군포시청,031-390-0478,2022-07-22
41410-00044,퇴계어린이공원,어린이공원,경기도 군포시 광정로 25-20,경기도 군포시 금정동 875-3,37.35334734,126.9301532,1500,,,,,,1991-11-15,경기도 군포시청,031-390-0478,2022-07-22
41410-00045,소월어린이공원,어린이공원,경기도 군포시 오금로 34,경기도 군포시 금정동 871-9,37.35136878,126.9325016,1598.1,,,,,,1994-09-15,경기도 군포시청,031-390-0478,2022-07-22
41410-00055,회목안어린이공원,어린이공원,경기도 군포시 산본천로179번길 26,경기도 군포시 산본동 214,37.37081936,126.9374389,2348.3,,,,,,1985-12-30,경기도 군포시청,031-390-0478,2022-07-22
41410-00059,수리약수터어린이공원,어린이공원,경기도 군포시 곡란로74번길 24,경기도 군포시 산본동 1074,37.37366869,126.9281293,1501.5,,,,,,1994-09-15,경기도 군포시청,031-390-0478,2022-07-22
41410-00065,안금정어린이공원,어린이공원,경기도 군포시 금산로6번길 21,경기도 군포시 금정동 724-6,37.36388083,126.9422315,2501.8,,,,,,1993-06-09,경기도 군포시청,031-390-0478,2022-07-22
41410-00020,한얼공원,근린공원,경기도 군포시 청백리길 18,경기도 군포시 금정동 844-1,37.36258429,126.9332329,150333.7,,,,,,1994-09-15,경기도 군포시청,031-390-0474,2022-07-22
41410-00031,솔거어린이공원,어린이공원,경기도 군포시 산본천로 43-68,경기도 군포시 산본동 1146-20,37.36069398,126.924894,1502.7,,,,,,1994-09-15,경기도 군포시청,031-390-0478,2022-07-22
41410-00081,능내어린이공원,어린이공원,경기도 군포시 고산로643번길 10,경기도 군포시 산본동 1065-3,37.36924017,126.9313359,1500,,,,,,1991-11-15,경기도 군포시청,031-390-0478,2022-07-22
41410-00083,앞산어린이공원,어린이공원,경기도 군포시 군포로476번안길 8,경기도 군포시 당동 900-1,37.349127,126.9457714,2000,,,,,,1997-12-11,경기도 군포시청,031-390-0478,2022-07-22
41410-00075,참말어린이공원,어린이공원,경기도 군포시 당산로 55,경기도 군포시 당동 741,37.35656849,126.9449544,1490.4,,,,,,1995-05-19,경기도 군포시청,031-390-0478,2022-07-22
41410-00088,해오름어린이공원,어린이공원,경기도 군포시 군포로476번길 58-12,경기도 군포시 당동 980-2,37.34823199,126.9473354,4117.2,,,,,,1999-03-04,경기도 군포시청,031-390-0478,2022-07-22
41410-00067,밤골어린이공원,어린이공원,경기도 군포시 금산로7번길 34,경기도 군포시 금정동 711-4,37.3626063,126.9393014,2487.8,,,,,,1995-05-19,경기도 군포시청,031-390-0478,2022-07-22
41410-00097,햇님어린이공원,어린이공원,경기도 군포시 한세로78번길 14,경기도 군포시 당정동 977-3,37.34806584,126.9571357,1790,,,,,,1999-03-04,경기도 군포시청,031-390-0478,2022-07-22
41410-00100,별님어린이공원,어린이공원,경기도 군포시 한세로16번길 10,경기도 군포시 당정동 1003-2,37.34527928,126.9510066,3121.1,,,,,,1999-03-04,경기도 군포시청,031-390-0478,2022-07-22
41410-00072,제일어린이공원,어린이공원,경기도 군포시 군포로615번길 17,경기도 군포시 금정동 755,37.3605339,126.9469011,9673.7,,,,,,1994-12-06,경기도 군포시청,031-390-0478,2022-07-22
41410-00078,당말어린이공원,어린이공원,경기도 군포시 군포로528번길 16,경기도 군포시 당동 779,37.35266206,126.946689,1500.8,,,,,,1991-01-11,경기도 군포시청,031-390-0478,2022-07-22
41410-00079,효자어린이공원,어린이공원,경기도 군포시 당동로18번길 27,경기도 군포시 당동 773-4,37.35164847,126.943331,1597.4,,,,,,1997-08-02,경기도 군포시청,031-390-0478,2022-07-22
41800-00003,은대근린공원,근린공원,경기도 연천군 전곡읍 은전로 47,경기도 연천군 전곡읍 은대리 573,38.02808738,127.0649757,92960,,,,,,2009-08-12,경기도 연천군청,031-839-2346,2022-07-07
41800-00014,신서수변공원,수변공원,경기도 연천군 신서면 도대로 17-8,경기도 연천군 신서면 대광리 1318-42,38.18767738,127.1062823,5369,,,,,,2014-06-12,경기도 연천군청,031-839-2346,2022-07-07
41800-00013,고문리공원,소공원,경기도 연천군 연천읍 현문로508번길 211,경기도 연천군 연천읍 고문리 898,38.0623778,127.1289227,3820,,,,,,2006-10-16,경기도 연천군청,031-839-2346,2022-07-07
41800-00009,휴먼시아 어린이공원(전곡5호),어린이공원,경기도 연천군 전곡읍 밤골로 8,경기도 연천군 전곡읍 전곡리 704,38.01663841,127.0712016,2230,,,,,,2006-10-16,경기도 연천군청,031-839-2346,2022-07-07
41800-00006,현가근린공원,근린공원,경기도 연천군 연천읍 문화로 173,경기도 연천군 연천읍 현가리 57-1,38.10909932,127.0789855,11452,,,,,,2006-05-15,경기도 연천군청,031-839-2346,2022-07-07
41800-00005,전곡근린공원,근린공원,경기도 연천군 전곡읍 선사로 458번길 42,경기도 연천군 전곡읍 전곡리 355-1,38.02917424,127.0735555,53030,,,,,,2003-12-01,경기도 연천군청,031-839-2346,2022-07-07
41800-00002,옥산근린공원,근린공원,경기도 연천군 연천읍 차옥로 20,경기도 연천군 연천읍 옥산리 423-1,38.09628974,127.078233,13020,,,,,,2006-05-15,경기도 연천군청,031-839-2346,2022-07-07
41117-00062,매여울,어린이공원,경기도 수원시 영통구 매탄로 82,경기도 수원시 영통구 매탄동 1275,37.25833791,127.0430012,2312.2,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00064,그린나래,어린이공원,경기도 수원시 영통구 동탄원천로881번길 35,경기도 수원시 영통구 매탄동 1281,37.25500972,127.0415066,2135.6,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00067,소담,어린이공원,경기도 수원시 영통구 태장로 84,경기도 수원시 영통구 망포동 544-13,37.238967,127.0555283,907,,,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00034,무지개,어린이공원,경기도 수원시 영통구 매여울로 68번길 23,경기도 수원시 영통구 매탄동 101-16,37.2730117,127.0450275,1616.2,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00035,미래,어린이공원,경기도 수원시 영통구 매여울로 10번길 14-20,경기도 수원시 영통구 매탄동 196-25,37.27168445,127.0473854,1507.3,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00036,산남,어린이공원,경기도 수원시 영통구 매봉로 35번길 43,경기도 수원시 영통구 매탄동 111-107,37.27170482,127.0504251,1595.5,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00038,산샘,어린이공원,경기도 수원시 영통구 매원로11번길 8-16,경기도 수원시 영통구 매탄동 205-32,37.26714647,127.0482123,1940.1,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00039,마루터기,어린이공원,경기도 수원시 영통구 산남로 4번길 27,경기도 수원시 영통구 매탄동 861,37.26385648,127.0487029,1815.6,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00040,먼내,어린이공원,경기도 수원시 영통구 동탄원천로 1109번길 22,경기도 수원시 영통구 원천동 463-1,37.26957867,127.0576438,1523,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00046,해오름,어린이공원,경기도 수원시 영통구 영통로 514번길 53,경기도 수원시 영통구 영통동 948-5,37.26491233,127.0813304,3824.7,다목적구장(농구),조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00047,달래,어린이공원,경기도 수원시 영통구 봉영로 1744번길 11,경기도 수원시 영통구 영통동 1053-3,37.26663771,127.0830516,4220.7,다목적구장(농구),조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00048,미로,어린이공원,경기도 수원시 영통구 청명북로 118,경기도 수원시 영통구 영통동 955-2,37.26185806,127.0781262,4969.3,다목적구장(농구),,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00050,푸른,어린이공원,경기도 수원시 영통구 영통로 438,경기도 수원시 영통구 영통동 957-1,37.25905057,127.0739487,5019.3,다목적구장,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00052,수정,어린이공원,경기도 수원시 영통구 청명로 59번길 7-16,경기도 수원시 영통구 영통동 1031,37.25175741,127.0800835,2641.1,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00053,으뜸,어린이공원,경기도 수원시 영통구 매영로 421-7,경기도 수원시 영통구 영통동 1017,37.24911008,127.0774793,2087.9,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00054,풀잎,어린이공원,경기도 수원시 영통구 봉영로 1526,경기도 수원시 영통구 영통동 988-3,37.24851981,127.0696446,8360.4,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00057,박지성,어린이공원,경기도 수원시 영통구 봉영로 1517번길 40,경기도 수원시 영통구 영통동 967-3,37.24989846,127.0660942,6968.8,다목적구장(농구+풋살)2,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41115-00022,화서오거리,어린이공원,경기도 수원시 팔달구 동말로 47번길 24-10,경기도 수원시 팔달구 화서동 116-3,37.27966634,126.9997294,1000,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41115-00026,선재미,어린이공원,경기도 수원시 팔달구 수성로 157번길 27-18,경기도 수원시 팔달구 화서동 678-1,37.28751929,126.9890251,1775.3,,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41115-00030,네버랜드,어린이공원,경기도 수원시 팔달구덕영대로 735번길 18,경기도 수원시 팔달구 화서동 657,37.28135952,126.9925868,1500,농구장,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41117-00032,참새,어린이공원,경기도 수원시 영통구 매탄로 65번길 17,경기도 수원시 영통구 매탄동 1166-2,37.25704329,127.0404504,1502.3,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00033,혜성,어린이공원,경기도 수원시 영통구 동수원로 286번길 33-3,경기도 수원시 영통구 매탄동 1177,37.25488673,127.0379939,2287.3,다목적구장(농구)1,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41115-00043,67호소공원,소공원,경기도 수원시 팔달구 화서문로 75,경기도 수원시 팔달구 북수동 69,37.28609837,127.0162903,439,,휴게쉼터,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41115-00044,73호소공원,소공원,경기도 수원시 팔달구 팔달문로 57번길 79,경기도 수원시 팔달구 지동 465,37.28273023,127.0240013,140,,휴게쉼터,,,,,경기도 수원시 화성사업소 문화유산시설과,031-228-4473,2022-06-20
41115-00042,66호소공원,소공원,경기도 수원시 팔달구 팔달로165번길 34-2,,37.28344168,127.0048542,347,,휴게쉼터,,,,,경기도 수원시 화성사업소 문화유산시설과,031-228-4473,2022-06-20
41115-00007,아낌없이주는나무,어린이공원,경기도 수원시 팔달구 세지로 399번길 46,,37.28716691,127.0278678,3146.7,다목적구장노인정1 +다목적구장(풋살+게이트볼)2,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41115-00008,당산,어린이공원,경기도 수원시 팔달구 세지로 436,경기도 수원시 팔달구 우만동 500,37.28706853,127.0320989,5379.9,다목적구장,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41115-00009,못골,어린이공원,경기도 수원시 팔달구 팔달문로 115번길 43,경기도 수원시 팔달구 지동 473,37.2834799,127.027695,3257,,조합놀이대1,노인정1+화장실1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41115-00010,청록,어린이공원,경기도 수원시 팔달구 경수대로 616번길 32,경기도 수원시 팔달구 우만동 560,37.28091621,127.0321865,2275.4,,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41115-00011,반달,어린이공원,경기도 수원시 팔달구 장다리로 219번길 16,경기도 수원시 팔달구 인계동 973,37.26967298,127.024921,4665.5,다목적구장2(농구+게이트볼) 인라인스케이트장1,조합놀이대1,노인정1+화장실1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2022-06-20
41113-00079,하늬,어린이공원,경기도 수원시 권선구 구운로 73번길 10-14,경기도 수원시 권선구 구운동 941-1,37.28067947,126.9723015,2143,다목적구장(배드민턴)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00081,사랑,어린이공원,경기도 수원시 권선구 구운로 45번길 34-7,경기도 수원시 권선구 구운동 966,37.27714009,126.9718878,2375,다목적구장(배드민턴)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00090,별빛,어린이공원,경기도 수원시 권선구 덕영대로 1323번길 25-30,경기도 수원시 권선구 권선동 1313,37.24810467,127.033795,2000.2,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00094,장교둑,어린이공원,경기도 수원시 권선구 세지로 82번길 15-5,경기도 수원시 권선구 권선동 980-1,37.2591911,127.0188716,2068,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00096,고래의모험,어린이공원,경기도 수원시 권선구 덕영대로 1070번길 56,경기도 수원시 권선구 세류동 1066-9,37.25248056,127.0090813,1553,,물놀이시설1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00055,재간령,어린이공원,경기도 수원시 권선구 경수대로 235번길 68-4,경기도 수원시 권선구 세류동 1135,37.24951633,127.0143373,1496.6,다목적구장(배드민턴)1,조합놀이대2,노인정1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00056,장승배기,어린이공원,경기도 수원시 권선구 세지로 42번길 25-8,경기도 수원시 권선구 세류동 1086,37.25592118,127.0179275,1497.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00057,은하수,어린이공원,경기도 수원시 권선구 구운로 86번길 20-21,경기도 수원시 권선구 구운동 487,37.27982195,126.9734779,1723.1,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00058,하구운,어린이공원,경기도 수원시 권선구 구운로 45번길 59-46,경기도 수원시 권선구 구운동 524,37.27633658,126.9728353,1995.8,,조합놀이대1,화장실1+노인정1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00060,용화출,어린이공원,경기도 수원시 권선구 권중로 7번길 18,경기도 수원시 권선구 권선동 1163-7,37.25632088,127.0339841,1501,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00061,안용,어린이공원,경기도 수원시 권선구 동수원로 146번길 16-10,경기도 수원시 권선구 곡반정동 523,37.24340039,127.0322652,5568.1,,조합놀이대1,노인정1,,약수대2,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
